Date,Store,Product,Category,Units_Sold,Unit_Price,Revenue,Promotion,Holiday,Temperature,Region
2022-01-04,Store_D,Tablet,Electronics,48,7000,336000,No,No,34,KZN
2022-01-04,Store_D,Headphones,Accessories,65,800,52000,No,No,29,KZN
2022-01-04,Store_D,Keyboard,Accessories,41,600,24600,No,No,33,Gauteng
2022-01-05,Store_A,Laptop,Electronics,45,15000,675000,No,No,35,Western Cape
2022-01-05,Store_A,Phone,Electronics,58,12000,696000,No,No,20,Free State
2022-01-05,Store_A,TV,Electronics,66,9000,594000,No,No,33,Free State
2022-01-05,Store_A,Tablet,Electronics,33,7000,231000,No,No,21,Gauteng
2022-01-05,Store_A,Headphones,Accessories,17,800,13600,No,No,22,KZN
2022-01-05,Store_A,Keyboard,Accessories,101,600,60600,No,Yes,18,KZN
2022-01-05,Store_B,Laptop,Electronics,50,15000,750000,Yes,No,35,Western Cape
2022-01-05,Store_B,Phone,Electronics,78,12000,936000,No,No,35,Western Cape
2022-01-05,Store_B,TV,Electronics,24,9000,216000,Yes,No,35,Free State
2022-01-05,Store_B,Tablet,Electronics,58,7000,406000,No,No,34,KZN
2022-01-05,Store_B,Headphones,Accessories,42,800,33600,No,No,18,KZN
2022-01-05,Store_B,Keyboard,Accessories,64,600,38400,No,No,22,Gauteng
2022-01-05,Store_C,Laptop,Electronics,12,15000,180000,No,No,22,Gauteng
2022-01-05,Store_C,Phone,Electronics,44,12000,528000,Yes,No,30,KZN
2022-01-05,Store_C,TV,Electronics,23,9000,207000,Yes,No,19,Free State
2022-01-05,Store_C,Tablet,Electronics,48,7000,336000,No,No,20,Western Cape
2022-01-05,Store_C,Headphones,Accessories,59,800,47200,No,No,22,Gauteng
2022-01-05,Store_C,Keyboard,Accessories,66,600,39600,No,No,32,KZN
2022-01-05,Store_D,Laptop,Electronics,23,15000,345000,No,No,23,Free State
2022-01-05,Store_D,Phone,Electronics,47,12000,564000,No,No,32,Western Cape
2022-01-05,Store_D,TV,Electronics,60,9000,540000,No,No,23,KZN
2022-01-05,Store_D,Tablet,Electronics,39,7000,273000,No,No,22,KZN
2022-01-05,Store_D,Headphones,Accessories,13,800,10400,No,No,34,Free State
2022-01-05,Store_D,Keyboard,Accessories,78,600,46800,No,No,30,Gauteng
2022-01-06,Store_A,Laptop,Electronics,64,15000,960000,Yes,No,33,Western Cape
2022-01-06,Store_A,Phone,Electronics,25,12000,300000,No,No,20,Free State
2022-01-06,Store_A,TV,Electronics,76,9000,684000,No,No,22,Gauteng
2022-01-06,Store_A,Tablet,Electronics,65,7000,455000,Yes,No,22,KZN
2022-01-06,Store_A,Headphones,Accessories,32,800,25600,Yes,No,30,Western Cape
2022-01-06,Store_A,Keyboard,Accessories,35,600,21000,No,No,32,Free State
2022-01-06,Store_B,Laptop,Electronics,95,15000,1425000,No,Yes,18,Free State
2022-01-06,Store_B,Phone,Electronics,85,12000,1020000,Yes,No,31,Gauteng
2022-01-06,Store_B,TV,Electronics,37,9000,333000,No,No,30,Gauteng
2022-01-06,Store_B,Tablet,Electronics,35,7000,245000,Yes,No,32,Western Cape
2022-01-06,Store_B,Headphones,Accessories,27,800,21600,No,No,32,Free State
2022-01-06,Store_B,Keyboard,Accessories,55,600,33000,Yes,No,29,KZN
2022-01-06,Store_C,Laptop,Electronics,26,15000,390000,No,No,27,Western Cape
2022-01-06,Store_C,Phone,Electronics,51,12000,612000,Yes,No,32,Free State
2022-01-06,Store_C,TV,Electronics,49,9000,441000,No,No,26,KZN
2022-01-06,Store_C,Tablet,Electronics,15,7000,105000,No,No,30,Gauteng
2022-01-06,Store_C,Headphones,Accessories,56,800,44800,Yes,No,33,Free State
2022-01-06,Store_C,Keyboard,Accessories,95,600,57000,Yes,No,26,Western Cape
2022-01-06,Store_D,Laptop,Electronics,12,15000,180000,No,No,21,Free State
2022-01-06,Store_D,Phone,Electronics,15,12000,180000,No,No,21,Western Cape
2022-01-06,Store_D,TV,Electronics,15,9000,135000,No,No,23,Western Cape
2022-01-06,Store_D,Tablet,Electronics,71,7000,497000,No,No,25,Gauteng
2022-01-06,Store_D,Headphones,Accessories,60,800,48000,No,No,21,Western Cape
2022-01-06,Store_D,Keyboard,Accessories,53,600,31800,Yes,No,31,Free State
2022-01-07,Store_A,Laptop,Electronics,47,15000,705000,No,No,21,KZN
2022-01-07,Store_A,Phone,Electronics,23,12000,276000,Yes,No,22,Western Cape
2022-01-07,Store_A,TV,Electronics,19,9000,171000,No,No,19,Free State
2022-01-07,Store_A,Tablet,Electronics,92,7000,644000,Yes,No,28,Western Cape
2022-01-07,Store_A,Headphones,Accessories,33,800,26400,No,No,34,KZN
2022-01-07,Store_A,Keyboard,Accessories,71,600,42600,No,No,28,KZN
2022-01-07,Store_B,Laptop,Electronics,55,15000,825000,Yes,No,25,Western Cape
2022-01-07,Store_B,Phone,Electronics,23,12000,276000,No,No,22,KZN
2022-01-07,Store_B,TV,Electronics,35,9000,315000,No,No,27,KZN
2022-01-07,Store_B,Tablet,Electronics,27,7000,189000,No,No,31,Free State
2022-01-07,Store_B,Headphones,Accessories,60,800,48000,No,No,32,KZN
2022-01-07,Store_B,Keyboard,Accessories,34,600,20400,No,No,19,Gauteng
2022-01-07,Store_C,Laptop,Electronics,62,15000,930000,No,No,23,Gauteng
2022-01-07,Store_C,Phone,Electronics,76,12000,912000,No,No,32,Western Cape
2022-01-07,Store_C,TV,Electronics,38,9000,342000,No,No,21,KZN
2022-01-07,Store_C,Tablet,Electronics,47,7000,329000,No,No,18,Gauteng
2022-01-07,Store_C,Headphones,Accessories,77,800,61600,No,No,27,KZN
2022-01-07,Store_C,Keyboard,Accessories,47,600,28200,No,No,30,Free State
2022-01-07,Store_D,Laptop,Electronics,61,15000,915000,No,No,22,KZN
2022-01-07,Store_D,Phone,Electronics,56,12000,672000,No,No,21,Free State
2022-01-07,Store_D,TV,Electronics,49,9000,441000,Yes,No,27,Free State
2022-01-07,Store_D,Tablet,Electronics,63,7000,441000,Yes,No,31,Western Cape
2022-01-07,Store_D,Headphones,Accessories,21,800,16800,No,No,35,KZN
2022-01-07,Store_D,Keyboard,Accessories,69,600,41400,No,No,33,Free State
2022-01-08,Store_A,Laptop,Electronics,50,15000,750000,Yes,No,26,Gauteng
2022-01-08,Store_A,Phone,Electronics,72,12000,864000,No,No,18,Gauteng
2022-01-08,Store_A,TV,Electronics,44,9000,396000,No,No,18,Western Cape
2022-01-08,Store_A,Tablet,Electronics,98,7000,686000,Yes,No,26,KZN
2022-01-08,Store_A,Headphones,Accessories,60,800,48000,No,Yes,20,Western Cape
2022-01-08,Store_A,Keyboard,Accessories,48,600,28800,No,No,35,Western Cape
2022-01-08,Store_B,Laptop,Electronics,86,15000,1290000,No,Yes,24,Free State
2022-01-08,Store_B,Phone,Electronics,88,12000,1056000,No,No,28,Gauteng
2022-01-08,Store_B,TV,Electronics,41,9000,369000,No,No,26,KZN
2022-01-08,Store_B,Tablet,Electronics,39,7000,273000,No,No,25,KZN
2022-01-08,Store_B,Headphones,Accessories,21,800,16800,No,No,34,KZN
2022-01-08,Store_B,Keyboard,Accessories,51,600,30600,No,No,32,Gauteng
2022-01-08,Store_C,Laptop,Electronics,85,15000,1275000,No,No,23,Western Cape
2022-01-08,Store_C,Phone,Electronics,102,12000,1224000,Yes,No,20,Free State
2022-01-08,Store_C,TV,Electronics,33,9000,297000,No,No,18,Western Cape
2022-01-08,Store_C,Tablet,Electronics,70,7000,490000,No,No,20,Free State
2022-01-08,Store_C,Headphones,Accessories,104,800,83200,Yes,No,18,Free State
2022-01-08,Store_C,Keyboard,Accessories,23,600,13800,No,No,31,Western Cape
2022-01-08,Store_D,Laptop,Electronics,33,15000,495000,No,No,31,Western Cape
2022-01-08,Store_D,Phone,Electronics,86,12000,1032000,Yes,No,33,KZN
2022-01-08,Store_D,TV,Electronics,36,9000,324000,No,No,18,Western Cape
2022-01-08,Store_D,Tablet,Electronics,86,7000,602000,No,No,20,Western Cape
2022-01-08,Store_D,Headphones,Accessories,29,800,23200,No,No,26,Gauteng
2022-01-08,Store_D,Keyboard,Accessories,69,600,41400,No,No,34,Gauteng
2022-01-09,Store_A,Laptop,Electronics,51,15000,765000,No,No,34,Gauteng
2022-01-09,Store_A,Phone,Electronics,36,12000,432000,No,No,24,KZN
2022-01-09,Store_A,TV,Electronics,61,9000,549000,Yes,No,22,Western Cape
2022-01-09,Store_A,Tablet,Electronics,85,7000,595000,No,No,26,Gauteng
2022-01-09,Store_A,Headphones,Accessories,48,800,38400,No,No,29,Western Cape
2022-01-09,Store_A,Keyboard,Accessories,69,600,41400,Yes,No,29,KZN
2022-01-09,Store_B,Laptop,Electronics,73,15000,1095000,No,No,31,Free State
2022-01-09,Store_B,Phone,Electronics,21,12000,252000,No,No,21,Western Cape
2022-01-09,Store_B,TV,Electronics,44,9000,396000,No,No,21,KZN
2022-01-09,Store_B,Tablet,Electronics,79,7000,553000,No,No,32,Free State
2022-01-09,Store_B,Headphones,Accessories,40,800,32000,No,No,32,Free State
2022-01-09,Store_B,Keyboard,Accessories,77,600,46200,No,No,26,KZN
2022-01-09,Store_C,Laptop,Electronics,54,15000,810000,No,No,25,Gauteng
2022-01-09,Store_C,Phone,Electronics,56,12000,672000,Yes,No,29,Western Cape
2022-01-09,Store_C,TV,Electronics,28,9000,252000,No,No,34,KZN
2022-01-09,Store_C,Tablet,Electronics,40,7000,280000,No,No,29,Gauteng
2022-01-09,Store_C,Headphones,Accessories,26,800,20800,No,No,33,Gauteng
2022-01-09,Store_C,Keyboard,Accessories,40,600,24000,No,No,26,KZN
2022-01-09,Store_D,Laptop,Electronics,49,15000,735000,No,No,24,Gauteng
2022-01-09,Store_D,Phone,Electronics,46,12000,552000,Yes,No,35,Western Cape
2022-01-09,Store_D,TV,Electronics,55,9000,495000,No,No,34,Gauteng
2022-01-09,Store_D,Tablet,Electronics,73,7000,511000,Yes,No,20,KZN
2022-01-09,Store_D,Headphones,Accessories,64,800,51200,No,No,24,Western Cape
2022-01-09,Store_D,Keyboard,Accessories,23,600,13800,No,No,33,KZN
2022-01-10,Store_A,Laptop,Electronics,51,15000,765000,No,No,20,Gauteng
2022-01-10,Store_A,Phone,Electronics,59,12000,708000,Yes,No,35,Free State
2022-01-10,Store_A,TV,Electronics,70,9000,630000,Yes,No,29,KZN
2022-01-10,Store_A,Tablet,Electronics,25,7000,175000,No,No,27,Gauteng
2022-01-10,Store_A,Headphones,Accessories,34,800,27200,No,No,18,Gauteng
2022-01-10,Store_A,Keyboard,Accessories,81,600,48600,Yes,No,35,Free State
2022-01-10,Store_B,Laptop,Electronics,45,15000,675000,Yes,No,31,Western Cape
2022-01-10,Store_B,Phone,Electronics,24,12000,288000,No,No,29,Western Cape
2022-01-10,Store_B,TV,Electronics,46,9000,414000,No,No,23,Western Cape
2022-01-10,Store_B,Tablet,Electronics,65,7000,455000,No,No,30,Gauteng
2022-01-10,Store_B,Headphones,Accessories,34,800,27200,No,No,25,Free State
2022-01-10,Store_B,Keyboard,Accessories,84,600,50400,Yes,No,27,Western Cape
2022-01-10,Store_C,Laptop,Electronics,76,15000,1140000,Yes,No,23,KZN
2022-01-10,Store_C,Phone,Electronics,14,12000,168000,No,No,26,Western Cape
2022-01-10,Store_C,TV,Electronics,29,9000,261000,No,No,27,Western Cape
2022-01-10,Store_C,Tablet,Electronics,59,7000,413000,No,No,20,Free State
2022-01-10,Store_C,Headphones,Accessories,69,800,55200,Yes,Yes,31,KZN
2022-01-10,Store_C,Keyboard,Accessories,20,600,12000,No,No,26,Western Cape
2022-01-10,Store_D,Laptop,Electronics,68,15000,1020000,No,Yes,25,KZN
2022-01-10,Store_D,Phone,Electronics,14,12000,168000,No,No,32,Gauteng
2022-01-10,Store_D,TV,Electronics,25,9000,225000,Yes,No,33,KZN
2022-01-10,Store_D,Tablet,Electronics,47,7000,329000,Yes,No,30,Free State
2022-01-10,Store_D,Headphones,Accessories,71,800,56800,No,No,25,Gauteng
2022-01-10,Store_D,Keyboard,Accessories,49,600,29400,No,No,23,Free State
2022-01-11,Store_A,Laptop,Electronics,28,15000,420000,No,No,33,KZN
2022-01-11,Store_A,Phone,Electronics,22,12000,264000,No,No,27,Free State
2022-01-11,Store_A,TV,Electronics,72,9000,648000,No,No,22,Western Cape
2022-01-11,Store_A,Tablet,Electronics,83,7000,581000,No,Yes,27,Free State
2022-01-11,Store_A,Headphones,Accessories,62,800,49600,No,No,21,Gauteng
2022-01-11,Store_A,Keyboard,Accessories,43,600,25800,Yes,No,34,KZN
2022-01-11,Store_B,Laptop,Electronics,37,15000,555000,Yes,No,30,Western Cape
2022-01-11,Store_B,Phone,Electronics,95,12000,1140000,Yes,No,19,Western Cape
2022-01-11,Store_B,TV,Electronics,37,9000,333000,No,No,21,Free State
2022-01-11,Store_B,Tablet,Electronics,77,7000,539000,No,No,34,Gauteng
2022-01-11,Store_B,Headphones,Accessories,128,800,102400,Yes,Yes,31,Free State
2022-01-11,Store_B,Keyboard,Accessories,56,600,33600,No,No,20,Free State
2022-01-11,Store_C,Laptop,Electronics,26,15000,390000,Yes,No,32,Free State
2022-01-11,Store_C,Phone,Electronics,76,12000,912000,Yes,No,31,Gauteng
2022-01-11,Store_C,TV,Electronics,38,9000,342000,No,No,26,Western Cape
2022-01-11,Store_C,Tablet,Electronics,24,7000,168000,No,No,19,Western Cape
2022-01-11,Store_C,Headphones,Accessories,43,800,34400,Yes,No,29,Free State
2022-01-11,Store_C,Keyboard,Accessories,30,600,18000,No,No,23,Western Cape
2022-01-11,Store_D,Laptop,Electronics,66,15000,990000,No,No,23,Western Cape
2022-01-11,Store_D,Phone,Electronics,53,12000,636000,Yes,No,29,Gauteng
2022-01-11,Store_D,TV,Electronics,24,9000,216000,No,No,31,KZN
2022-01-11,Store_D,Tablet,Electronics,43,7000,301000,Yes,No,31,Gauteng
2022-01-11,Store_D,Headphones,Accessories,12,800,9600,No,No,20,Free State
2022-01-11,Store_D,Keyboard,Accessories,81,600,48600,No,Yes,34,Gauteng
2022-01-12,Store_A,Laptop,Electronics,36,15000,540000,Yes,No,19,Free State
2022-01-12,Store_A,Phone,Electronics,20,12000,240000,No,No,35,Gauteng
2022-01-12,Store_A,TV,Electronics,73,9000,657000,No,No,23,Free State
2022-01-12,Store_A,Tablet,Electronics,20,7000,140000,No,No,23,KZN
2022-01-12,Store_A,Headphones,Accessories,17,800,13600,No,No,26,KZN
2022-01-12,Store_A,Keyboard,Accessories,70,600,42000,Yes,No,18,Gauteng
2022-01-12,Store_B,Laptop,Electronics,70,15000,1050000,Yes,No,18,KZN
2022-01-12,Store_B,Phone,Electronics,52,12000,624000,Yes,No,24,Gauteng
2022-01-12,Store_B,TV,Electronics,47,9000,423000,No,No,35,Western Cape
2022-01-12,Store_B,Tablet,Electronics,73,7000,511000,Yes,No,23,KZN
2022-01-12,Store_B,Headphones,Accessories,15,800,12000,No,No,26,Gauteng
2022-01-12,Store_B,Keyboard,Accessories,17,600,10200,No,No,32,Western Cape
2022-01-12,Store_C,Laptop,Electronics,16,15000,240000,No,No,23,Gauteng
2022-01-12,Store_C,Phone,Electronics,31,12000,372000,No,No,26,Free State
2022-01-12,Store_C,TV,Electronics,38,9000,342000,Yes,No,29,KZN
2022-01-12,Store_C,Tablet,Electronics,34,7000,238000,No,No,31,Free State
2022-01-12,Store_C,Headphones,Accessories,70,800,56000,Yes,No,29,Gauteng
2022-01-12,Store_C,Keyboard,Accessories,79,600,47400,No,No,26,Western Cape
2022-01-12,Store_D,Laptop,Electronics,24,15000,360000,Yes,No,32,KZN
2022-01-12,Store_D,Phone,Electronics,16,12000,192000,No,No,22,Free State
2022-01-12,Store_D,TV,Electronics,29,9000,261000,No,No,26,Free State
2022-01-12,Store_D,Tablet,Electronics,75,7000,525000,No,No,24,Gauteng
2022-01-12,Store_D,Headphones,Accessories,67,800,53600,No,No,30,Gauteng
2022-01-12,Store_D,Keyboard,Accessories,49,600,29400,No,No,25,Free State
2022-01-13,Store_A,Laptop,Electronics,74,15000,1110000,Yes,No,22,KZN
2022-01-13,Store_A,Phone,Electronics,47,12000,564000,No,No,32,Gauteng
2022-01-13,Store_A,TV,Electronics,21,9000,189000,Yes,No,19,Western Cape
2022-01-13,Store_A,Tablet,Electronics,14,7000,98000,No,No,21,KZN
2022-01-13,Store_A,Headphones,Accessories,32,800,25600,No,No,20,Gauteng
2022-01-13,Store_A,Keyboard,Accessories,23,600,13800,No,No,29,Gauteng
2022-01-13,Store_B,Laptop,Electronics,10,15000,150000,No,No,29,KZN
2022-01-13,Store_B,Phone,Electronics,79,12000,948000,Yes,No,28,KZN
2022-01-13,Store_B,TV,Electronics,56,9000,504000,No,No,34,Free State
2022-01-13,Store_B,Tablet,Electronics,53,7000,371000,No,No,23,Free State
2022-01-13,Store_B,Headphones,Accessories,93,800,74400,Yes,No,22,Free State
2022-01-13,Store_B,Keyboard,Accessories,51,600,30600,Yes,No,22,KZN
2022-01-13,Store_C,Laptop,Electronics,68,15000,1020000,No,No,31,Free State
2022-01-13,Store_C,Phone,Electronics,29,12000,348000,No,No,28,Gauteng
2022-01-13,Store_C,TV,Electronics,59,9000,531000,No,No,32,Western Cape
2022-01-13,Store_C,Tablet,Electronics,59,7000,413000,No,No,30,Free State
2022-01-13,Store_C,Headphones,Accessories,75,800,60000,Yes,No,18,Western Cape
2022-01-13,Store_C,Keyboard,Accessories,32,600,19200,Yes,No,32,Gauteng
2022-01-13,Store_D,Laptop,Electronics,74,15000,1110000,No,No,27,Gauteng
2022-01-13,Store_D,Phone,Electronics,26,12000,312000,No,No,34,Free State
2022-01-13,Store_D,TV,Electronics,55,9000,495000,No,No,33,Gauteng
2022-01-13,Store_D,Tablet,Electronics,62,7000,434000,No,No,19,Gauteng
2022-01-13,Store_D,Headphones,Accessories,91,800,72800,Yes,No,33,KZN
2022-01-13,Store_D,Keyboard,Accessories,40,600,24000,No,No,23,Gauteng
2022-01-14,Store_A,Laptop,Electronics,13,15000,195000,No,No,35,KZN
2022-01-14,Store_A,Phone,Electronics,32,12000,384000,No,No,24,KZN
2022-01-14,Store_A,TV,Electronics,24,9000,216000,No,No,32,KZN
2022-01-14,Store_A,Tablet,Electronics,28,7000,196000,No,No,34,Free State
2022-01-14,Store_A,Headphones,Accessories,63,800,50400,Yes,No,25,Gauteng
2022-01-14,Store_A,Keyboard,Accessories,75,600,45000,No,No,25,Free State
2022-01-14,Store_B,Laptop,Electronics,106,15000,1590000,No,Yes,22,Gauteng
2022-01-14,Store_B,Phone,Electronics,57,12000,684000,No,No,32,Western Cape
2022-01-14,Store_B,TV,Electronics,57,9000,513000,No,No,29,Western Cape
2022-01-14,Store_B,Tablet,Electronics,68,7000,476000,Yes,No,33,Western Cape
2022-01-14,Store_B,Headphones,Accessories,44,800,35200,Yes,No,21,KZN
2022-01-14,Store_B,Keyboard,Accessories,22,600,13200,No,No,21,Free State
2022-01-14,Store_C,Laptop,Electronics,61,15000,915000,No,No,20,Free State
2022-01-14,Store_C,Phone,Electronics,48,12000,576000,Yes,No,34,KZN
2022-01-14,Store_C,TV,Electronics,13,9000,117000,No,No,24,Western Cape
2022-01-14,Store_C,Tablet,Electronics,48,7000,336000,No,No,34,Gauteng
2022-01-14,Store_C,Headphones,Accessories,83,800,66400,Yes,No,24,Gauteng
2022-01-14,Store_C,Keyboard,Accessories,10,600,6000,No,No,32,Western Cape
2022-01-14,Store_D,Laptop,Electronics,22,15000,330000,No,No,26,Gauteng
2022-01-14,Store_D,Phone,Electronics,18,12000,216000,No,No,27,Free State
2022-01-14,Store_D,TV,Electronics,33,9000,297000,No,No,22,Free State
2022-01-14,Store_D,Tablet,Electronics,59,7000,413000,No,No,24,Gauteng
2022-01-14,Store_D,Headphones,Accessories,27,800,21600,No,No,35,KZN
2022-01-14,Store_D,Keyboard,Accessories,77,600,46200,Yes,No,34,Gauteng
2022-01-15,Store_A,Laptop,Electronics,66,15000,990000,No,No,28,Gauteng
2022-01-15,Store_A,Phone,Electronics,79,12000,948000,No,No,35,Western Cape
